frameTime,leftGaze direction x,leftGaze direction y,leftGaze direction z,rightGaze direction x,rightGaze direction y,rightGaze direction z,eyePos3D x,eyePos3D y,eyePos3D z
"0","0","0","1","0","0","1","0","0","0"
"0.02109528","0","0","1","0","0","1","0","0","0"
"0.02981186","0","0","1","0","0","1","0","0","0"
"0.04338074","0","0","1","0","0","1","0","0","0"
"0.05760574","0","0","1","0","0","1","0","0","0"
"0.07280731","0","0","1","0","0","1","0","0","0"
"0.08657074","0","0","1","0","0","1","0","0","0"
"0.2265167","0","0","1","0","0","1","0","0","0"
"0.2357407","0","0","1","0","0","1","0","0","0"
"0.2455101","0","0","1","0","0","1","0","0","0"
"0.2575302","0","0","1","0","0","1","0","0","0"
"0.2719498","0","0","1","0","0","1","0","0","0"
"0.2861176","0","0","1","0","0","1","0","0","0"
"0.3012772","0","0","1","0","0","1","0","0","0"
"0.414093","0","0","1","0","0","1","0","0","0"
"0.4213333","0","0","1","0","0","1","0","0","0"
"0.4293213","0","0","1","0","0","1","0","0","0"
"0.4436646","0","0","1","0","0","1","0","0","0"
"0.457756","0","0","1","0","0","1","0","0","0"
"0.4723282","0","0","1","0","0","1","0","0","0"
"0.486145","0","0","1","0","0","1","0","0","0"
"0.5018234","0","0","1","0","0","1","0","0","0"
"0.6150818","0","0","1","0","0","1","0","0","0"
"0.6220627","0","0","1","0","0","1","0","0","0"
"0.6298828","0","0","1","0","0","1","0","0","0"
"0.6441193","0","0","1","0","0","1","0","0","0"
"0.6575241","0","0","1","0","0","1","0","0","0"
"0.6718979","0","0","1","0","0","1","0","0","0"
"0.6862717","0","0","1","0","0","1","0","0","0"
"0.701004","0","0","1","0","0","1","0","0","0"
"0.7147064","0","0","1","0","0","1","0","0","0"
"0.8410721","0","0","1","0","0","1","0","0","0"
"0.8480606","0","0","1","0","0","1","0","0","0"
"0.8574371","0","0","1","0","0","1","0","0","0"
"0.8722382","0","0","1","0","0","1","0","0","0"
"0.8865051","0","0","1","0","0","1","0","0","0"
"0.9018402","0","0","1","0","0","1","0","0","0"
"0.9150391","0","0","1","0","0","1","0","0","0"
"1.02887","0","0","1","0","0","1","0","0","0"
"1.043137","0","0","1","0","0","1","0","0","0"
"1.058304","0","0","1","0","0","1","0","0","0"
"1.078331","0","0","1","0","0","1","0","0","0"
"1.093826","0","0","1","0","0","1","0","0","0"
"1.106628","0","0","1","0","0","1","0","0","0"
"1.121971","0","0","1","0","0","1","0","0","0"
"1.246391","0","0","1","0","0","1","0","0","0"
"1.253403","0","0","1","0","0","1","0","0","0"
"1.260208","0","0","1","0","0","1","0","0","0"
"1.272003","0","0","1","0","0","1","0","0","0"
"1.286545","0","0","1","0","0","1","0","0","0"
"1.301437","0","0","1","0","0","1","0","0","0"
"1.315216","0","0","1","0","0","1","0","0","0"
"1.329964","0","0","1","0","0","1","0","0","0"
"1.462654","0","0","1","0","0","1","0","0","0"
"1.470665","0","0","1","0","0","1","0","0","0"
"1.478897","0","0","1","0","0","1","0","0","0"
"1.48645","0","0","1","0","0","1","0","0","0"
"1.500458","0","0","1","0","0","1","0","0","0"
"1.515816","0","0","1","0","0","1","0","0","0"
"1.530434","0","0","1","0","0","1","0","0","0"
"1.644119","0","0","1","0","0","1","0","0","0"
"1.651215","0","0","1","0","0","1","0","0","0"
"1.658493","0","0","1","0","0","1","0","0","0"
"1.67234","0","0","1","0","0","1","0","0","0"
"1.686508","0","0","1","0","0","1","0","0","0"
"1.700867","0","0","1","0","0","1","0","0","0"
"1.716011","0","0","1","0","0","1","0","0","0"
"1.730591","0","0","1","0","0","1","0","0","0"
"1.84832","0","0","1","0","0","1","0","0","0"
"1.855774","0","0","1","0","0","1","0","0","0"
"1.863449","0","0","1","0","0","1","0","0","0"
"1.871468","0","0","1","0","0","1","0","0","0"
"1.885475","0","0","1","0","0","1","0","0","0"
"1.899574","0","0","1","0","0","1","0","0","0"
"1.91436","0","0","1","0","0","1","0","0","0"
"1.929649","0","0","1","0","0","1","0","0","0"
"1.942619","0","0","1","0","0","1","0","0","0"
"2.06459","0","0","1","0","0","1","0","0","0"
"2.072601","0","0","1","0","0","1","0","0","0"
"2.086922","0","0","1","0","0","1","0","0","0"
"2.100517","0","0","1","0","0","1","0","0","0"
"2.116188","0","0","1","0","0","1","0","0","0"
"2.129356","0","0","1","0","0","1","0","0","0"
"2.143509","0","0","1","0","0","1","0","0","0"
"2.264053","0","0","1","0","0","1","0","0","0"
"2.271133","0","0","1","0","0","1","0","0","0"
"2.279419","0","0","1","0","0","1","0","0","0"
"2.286118","0","0","1","0","0","1","0","0","0"
"2.300316","0","0","1","0","0","1","0","0","0"
"2.315521","0","0","1","0","0","1","0","0","0"
"2.330406","0","0","1","0","0","1","0","0","0"
"2.344383","0","0","1","0","0","1","0","0","0"
"2.459618","0","0","1","0","0","1","0","0","0"
"2.466423","0","0","1","0","0","1","0","0","0"
"2.47438","0","0","1","0","0","1","0","0","0"
"2.486893","0","0","1","0","0","1","0","0","0"
"2.500763","0","0","1","0","0","1","0","0","0"
"2.51564","0","0","1","0","0","1","0","0","0"
"2.52951","0","0","1","0","0","1","0","0","0"
"2.544006","0","0","1","0","0","1","0","0","0"
"2.557373","0","0","1","0","0","1","0","0","0"
"2.684509","0","0","1","0","0","1","0","0","0"
"2.69149","0","0","1","0","0","1","0","0","0"
"2.700272","0","0","1","0","0","1","0","0","0"
"2.715042","0","0","1","0","0","1","0","0","0"
"2.729797","0","0","1","0","0","1","0","0","0"
"2.744789","0","0","1","0","0","1","0","0","0"
"2.757774","0","0","1","0","0","1","0","0","0"
"2.871475","0","0","1","0","0","1","0","0","0"
"2.879303","0","0","1","0","0","1","0","0","0"
"2.886543","0","0","1","0","0","1","0","0","0"
"2.900879","0","0","1","0","0","1","0","0","0"
"2.915176","0","0","1","0","0","1","0","0","0"
"2.931122","0","0","1","0","0","1","0","0","0"
"2.943214","0","0","1","0","0","1","0","0","0"
"2.95797","0","0","1","0","0","1","0","0","0"
"3.078171","0","0","1","0","0","1","0","0","0"
"3.092323","0","0","1","0","0","1","0","0","0"
"3.10685","0","0","1","0","0","1","0","0","0"
"3.120796","0","0","1","0","0","1","0","0","0"
"3.136383","0","0","1","0","0","1","0","0","0"
"3.151199","0","0","1","0","0","1","0","0","0"
"3.162361","0","0","1","0","0","1","0","0","0"
"3.291084","0","0","1","0","0","1","0","0","0"
"3.299423","0","0","1","0","0","1","0","0","0"
"3.306374","0","0","1","0","0","1","0","0","0"
"3.315445","0","0","1","0","0","1","0","0","0"
"3.329597","0","0","1","0","0","1","0","0","0"
"3.344681","0","0","1","0","0","1","0","0","0"
"3.357727","0","0","1","0","0","1","0","0","0"
"3.372177","0","0","1","0","0","1","0","0","0"
"3.498978","0","0","1","0","0","1","0","0","0"
"3.506111","0","0","1","0","0","1","0","0","0"
"3.515083","0","0","1","0","0","1","0","0","0"
"3.530029","0","0","1","0","0","1","0","0","0"
"3.544418","0","0","1","0","0","1","0","0","0"
"3.558891","0","0","1","0","0","1","0","0","0"
"3.572449","0","0","1","0","0","1","0","0","0"
"3.684753","0","0","1","0","0","1","0","0","0"
"3.692055","0","0","1","0","0","1","0","0","0"
"3.700562","0","0","1","0","0","1","0","0","0"
"3.715271","0","0","1","0","0","1","0","0","0"
"3.730263","0","0","1","0","0","1","0","0","0"
"3.744591","0","0","1","0","0","1","0","0","0"
"3.757515","0","0","1","0","0","1","0","0","0"
"3.772125","0","0","1","0","0","1","0","0","0"
"3.786331","0","0","1","0","0","1","0","0","0"
"3.909126","0","0","1","0","0","1","0","0","0"
"3.916672","0","0","1","0","0","1","0","0","0"
"3.929932","0","0","1","0","0","1","0","0","0"
"3.943527","0","0","1","0","0","1","0","0","0"
"3.958397","0","0","1","0","0","1","0","0","0"
"3.972305","0","0","1","0","0","1","0","0","0"
"3.986153","0","0","1","0","0","1","0","0","0"
"4.000389","0","0","1","0","0","1","0","0","0"
"4.12204","0","0","1","0","0","1","0","0","0"
"4.13028","0","0","1","0","0","1","0","0","0"
"4.144104","0","0","1","0","0","1","0","0","0"
"4.157852","0","0","1","0","0","1","0","0","0"
"4.172256","0","0","1","0","0","1","0","0","0"
"4.186386","0","0","1","0","0","1","0","0","0"
"4.2006","0","0","1","0","0","1","0","0","0"
"4.314079","0","0","1","0","0","1","0","0","0"
"4.322037","0","0","1","0","0","1","0","0","0"
"4.330338","0","0","1","0","0","1","0","0","0"
"4.344711","0","0","1","0","0","1","0","0","0"
"4.357605","0","0","1","0","0","1","0","0","0"
