frameTime,leftGaze direction x,leftGaze direction y,leftGaze direction z,rightGaze direction x,rightGaze direction y,rightGaze direction z,eyePos3D x,eyePos3D y,eyePos3D z
"0","0","0","1","0","0","1","0","0","0"
"0.02159119","0","0","1","0","0","1","0","0","0"
"0.02864075","0","0","1","0","0","1","0","0","0"
"0.04338837","0","0","1","0","0","1","0","0","0"
"0.0579834","0","0","1","0","0","1","0","0","0"
"0.07154846","0","0","1","0","0","1","0","0","0"
"0.08585358","0","0","1","0","0","1","0","0","0"
"0.1000519","0","0","1","0","0","1","0","0","0"
"0.1142197","0","0","1","0","0","1","0","0","0"
"0.1287613","0","0","1","0","0","1","0","0","0"
"0.142807","0","0","1","0","0","1","0","0","0"
"0.1578979","0","0","1","0","0","1","0","0","0"
"0.1714325","0","0","1","0","0","1","0","0","0"
"0.1857681","0","0","1","0","0","1","0","0","0"
"0.2000504","0","0","1","0","0","1","0","0","0"
"0.2144089","0","0","1","0","0","1","0","0","0"
"0.2285309","0","0","1","0","0","1","0","0","0"
"0.2434692","0","0","1","0","0","1","0","0","0"
"0.2579269","0","0","1","0","0","1","0","0","0"
"0.2715073","0","0","1","0","0","1","0","0","0"
"0.2860336","0","0","1","0","0","1","0","0","0"
"0.3000641","0","0","1","0","0","1","0","0","0"
"0.31427","0","0","1","0","0","1","0","0","0"
"0.3286514","0","0","1","0","0","1","0","0","0"
"0.3432007","0","0","1","0","0","1","0","0","0"
"0.3579788","0","0","1","0","0","1","0","0","0"
"0.3713455","0","0","1","0","0","1","0","0","0"
"0.3859253","0","0","1","0","0","1","0","0","0"
"0.3999329","0","0","1","0","0","1","0","0","0"
"0.4142838","0","0","1","0","0","1","0","0","0"
"0.42836","0","0","1","0","0","1","0","0","0"
"0.4432602","0","0","1","0","0","1","0","0","0"
"0.4575729","0","0","1","0","0","1","0","0","0"
"0.4712906","0","0","1","0","0","1","0","0","0"
"0.4857864","0","0","1","0","0","1","0","0","0"
"0.499939","0","0","1","0","0","1","0","0","0"
"0.5142593","0","0","1","0","0","1","0","0","0"
"0.5284576","0","0","1","0","0","1","0","0","0"
"0.5430908","0","0","1","0","0","1","0","0","0"
"0.5580673","0","0","1","0","0","1","0","0","0"
"0.5713882","0","0","1","0","0","1","0","0","0"
"0.5856018","0","0","1","0","0","1","0","0","0"
"0.599968","0","0","1","0","0","1","0","0","0"
"0.6146622","0","0","1","0","0","1","0","0","0"
"0.6285019","0","0","1","0","0","1","0","0","0"
"0.6432266","0","0","1","0","0","1","0","0","0"
"0.6578979","0","0","1","0","0","1","0","0","0"
"0.6714554","0","0","1","0","0","1","0","0","0"
"0.686142","0","0","1","0","0","1","0","0","0"
"0.699852","0","0","1","0","0","1","0","0","0"
"0.7145157","0","0","1","0","0","1","0","0","0"
"0.7286835","0","0","1","0","0","1","0","0","0"
"0.7428513","0","0","1","0","0","1","0","0","0"
"0.7577896","0","0","1","0","0","1","0","0","0"
"0.7713699","0","0","1","0","0","1","0","0","0"
"0.7857971","0","0","1","0","0","1","0","0","0"
"0.7998505","0","0","1","0","0","1","0","0","0"
"0.8144379","0","0","1","0","0","1","0","0","0"
"0.8282852","0","0","1","0","0","1","0","0","0"
"0.8431091","0","0","1","0","0","1","0","0","0"
"0.8577194","0","0","1","0","0","1","0","0","0"
"0.8712997","0","0","1","0","0","1","0","0","0"
"0.8855972","0","0","1","0","0","1","0","0","0"
"0.8998947","0","0","1","0","0","1","0","0","0"
"0.914093","0","0","1","0","0","1","0","0","0"
"0.9287262","0","0","1","0","0","1","0","0","0"
"0.9428787","0","0","1","0","0","1","0","0","0"
"0.9578705","0","0","1","0","0","1","0","0","0"
"0.9718628","0","0","1","0","0","1","0","0","0"
"0.9855957","0","0","1","0","0","1","0","0","0"
"0.9998474","0","0","1","0","0","1","0","0","0"
"1.014259","0","0","1","0","0","1","0","0","0"
"1.028534","0","0","1","0","0","1","0","0","0"
"1.043343","0","0","1","0","0","1","0","0","0"
"1.057961","0","0","1","0","0","1","0","0","0"
"1.071533","0","0","1","0","0","1","0","0","0"
"1.085884","0","0","1","0","0","1","0","0","0"
"1.09996","0","0","1","0","0","1","0","0","0"
"1.114449","0","0","1","0","0","1","0","0","0"
"1.12854","0","0","1","0","0","1","0","0","0"
"1.143173","0","0","1","0","0","1","0","0","0"
"1.157616","0","0","1","0","0","1","0","0","0"
"1.171242","0","0","1","0","0","1","0","0","0"
"1.185829","0","0","1","0","0","1","0","0","0"
"1.199883","0","0","1","0","0","1","0","0","0"
"1.214211","0","0","1","0","0","1","0","0","0"
"1.228416","0","0","1","0","0","1","0","0","0"
"1.243088","0","0","1","0","0","1","0","0","0"
"1.257683","0","0","1","0","0","1","0","0","0"
"1.271347","0","0","1","0","0","1","0","0","0"
"1.286926","0","0","1","0","0","1","0","0","0"
"1.30011","0","0","1","0","0","1","0","0","0"
"1.314133","0","0","1","0","0","1","0","0","0"
"1.328545","0","0","1","0","0","1","0","0","0"
"1.343361","0","0","1","0","0","1","0","0","0"
"1.358002","0","0","1","0","0","1","0","0","0"
"1.371185","0","0","1","0","0","1","0","0","0"
"1.385651","0","0","1","0","0","1","0","0","0"
"1.399864","0","0","1","0","0","1","0","0","0"
"1.414009","0","0","1","0","0","1","0","0","0"
"1.428429","0","0","1","0","0","1","0","0","0"
"1.443077","0","0","1","0","0","1","0","0","0"
"1.45784","0","0","1","0","0","1","0","0","0"
"1.471298","0","0","1","0","0","1","0","0","0"
"1.485657","0","0","1","0","0","1","0","0","0"
"1.499718","0","0","1","0","0","1","0","0","0"
"1.514084","0","0","1","0","0","1","0","0","0"
"1.528404","0","0","1","0","0","1","0","0","0"
"1.5429","0","0","1","0","0","1","0","0","0"
"1.557716","0","0","1","0","0","1","0","0","0"
"1.57132","0","0","1","0","0","1","0","0","0"
"1.585922","0","0","1","0","0","1","0","0","0"
"1.59996","0","0","1","0","0","1","0","0","0"
"1.614151","0","0","1","0","0","1","0","0","0"
"1.628319","0","0","1","0","0","1","0","0","0"
"1.642685","0","0","1","0","0","1","0","0","0"
"1.657715","0","0","1","0","0","1","0","0","0"
"1.671272","0","0","1","0","0","1","0","0","0"
"1.685555","0","0","1","0","0","1","0","0","0"
"1.699844","0","0","1","0","0","1","0","0","0"
"1.714149","0","0","1","0","0","1","0","0","0"
"1.728432","0","0","1","0","0","1","0","0","0"
"1.742867","0","0","1","0","0","1","0","0","0"
"1.758041","0","0","1","0","0","1","0","0","0"
"1.771317","0","0","1","0","0","1","0","0","0"
"1.785965","0","0","1","0","0","1","0","0","0"
"1.800476","0","0","1","0","0","1","0","0","0"
"1.814835","0","0","1","0","0","1","0","0","0"
"1.829056","0","0","1","0","0","1","0","0","0"
"1.843849","0","0","1","0","0","1","0","0","0"
"1.860573","0","0","1","0","0","1","0","0","0"
"1.872017","0","0","1","0","0","1","0","0","0"
"1.886375","0","0","1","0","0","1","0","0","0"
"1.900597","0","0","1","0","0","1","0","0","0"
"1.914917","0","0","1","0","0","1","0","0","0"
"1.929169","0","0","1","0","0","1","0","0","0"
"1.943642","0","0","1","0","0","1","0","0","0"
"1.958374","0","0","1","0","0","1","0","0","0"
"1.972023","0","0","1","0","0","1","0","0","0"
"1.986641","0","0","1","0","0","1","0","0","0"
"2.000671","0","0","1","0","0","1","0","0","0"
"2.014824","0","0","1","0","0","1","0","0","0"
"2.02919","0","0","1","0","0","1","0","0","0"
"2.043808","0","0","1","0","0","1","0","0","0"
"2.058556","0","0","1","0","0","1","0","0","0"
"2.071991","0","0","1","0","0","1","0","0","0"
"2.086388","0","0","1","0","0","1","0","0","0"
"2.100571","0","0","1","0","0","1","0","0","0"
"2.114868","0","0","1","0","0","1","0","0","0"
"2.129333","0","0","1","0","0","1","0","0","0"
"2.143623","0","0","1","0","0","1","0","0","0"
"2.158592","0","0","1","0","0","1","0","0","0"
"2.172043","0","0","1","0","0","1","0","0","0"
"2.186279","0","0","1","0","0","1","0","0","0"
"2.200722","0","0","1","0","0","1","0","0","0"
"2.214859","0","0","1","0","0","1","0","0","0"
"2.22924","0","0","1","0","0","1","0","0","0"
"2.243851","0","0","1","0","0","1","0","0","0"
"2.258354","0","0","1","0","0","1","0","0","0"
"2.272125","0","0","1","0","0","1","0","0","0"
"2.28653","0","0","1","0","0","1","0","0","0"
"2.300682","0","0","1","0","0","1","0","0","0"
"2.314812","0","0","1","0","0","1","0","0","0"
"2.32914","0","0","1","0","0","1","0","0","0"
"2.343559","0","0","1","0","0","1","0","0","0"
"2.358665","0","0","1","0","0","1","0","0","0"
"2.371979","0","0","1","0","0","1","0","0","0"
"2.386574","0","0","1","0","0","1","0","0","0"
"2.400757","0","0","1","0","0","1","0","0","0"
"2.414917","0","0","1","0","0","1","0","0","0"
"2.428986","0","0","1","0","0","1","0","0","0"
"2.443726","0","0","1","0","0","1","0","0","0"
"2.458229","0","0","1","0","0","1","0","0","0"
"2.471992","0","0","1","0","0","1","0","0","0"
"2.486237","0","0","1","0","0","1","0","0","0"
"2.500847","0","0","1","0","0","1","0","0","0"
"2.514877","0","0","1","0","0","1","0","0","0"
"2.529282","0","0","1","0","0","1","0","0","0"
"2.543816","0","0","1","0","0","1","0","0","0"
"2.558365","0","0","1","0","0","1","0","0","0"
"2.571892","0","0","1","0","0","1","0","0","0"
"2.586395","0","0","1","0","0","1","0","0","0"
"2.600479","0","0","1","0","0","1","0","0","0"
"2.614761","0","0","1","0","0","1","0","0","0"
"2.629059","0","0","1","0","0","1","0","0","0"
"2.643768","0","0","1","0","0","1","0","0","0"
"2.658363","0","0","1","0","0","1","0","0","0"
"2.672058","0","0","1","0","0","1","0","0","0"
"2.686295","0","0","1","0","0","1","0","0","0"
"2.700577","0","0","1","0","0","1","0","0","0"
"2.714874","0","0","1","0","0","1","0","0","0"
"2.729073","0","0","1","0","0","1","0","0","0"
"2.743629","0","0","1","0","0","1","0","0","0"
"2.758202","0","0","1","0","0","1","0","0","0"
"2.771927","0","0","1","0","0","1","0","0","0"
"2.786713","0","0","1","0","0","1","0","0","0"
"2.800674","0","0","1","0","0","1","0","0","0"
"2.814964","0","0","1","0","0","1","0","0","0"
"2.828979","0","0","1","0","0","1","0","0","0"
"2.843567","0","0","1","0","0","1","0","0","0"
"2.858391","0","0","1","0","0","1","0","0","0"
"2.871864","0","0","1","0","0","1","0","0","0"
"2.8862","0","0","1","0","0","1","0","0","0"
"2.90049","0","0","1","0","0","1","0","0","0"
"2.914856","0","0","1","0","0","1","0","0","0"
"2.929222","0","0","1","0","0","1","0","0","0"
"2.944069","0","0","1","0","0","1","0","0","0"
"2.958504","0","0","1","0","0","1","0","0","0"
"2.972008","0","0","1","0","0","1","0","0","0"
"2.986282","0","0","1","0","0","1","0","0","0"
"3.000519","0","0","1","0","0","1","0","0","0"
"3.015015","0","0","1","0","0","1","0","0","0"
"3.0289","0","0","1","0","0","1","0","0","0"
"3.043251","0","0","1","0","0","1","0","0","0"
"3.058174","0","0","1","0","0","1","0","0","0"
"3.07122","0","0","1","0","0","1","0","0","0"
"3.085777","0","0","1","0","0","1","0","0","0"
"3.09977","0","0","1","0","0","1","0","0","0"
"3.114113","0","0","1","0","0","1","0","0","0"
"3.128235","0","0","1","0","0","1","0","0","0"
"3.142792","0","0","1","0","0","1","0","0","0"
"3.157639","0","0","1","0","0","1","0","0","0"
"3.171478","0","0","1","0","0","1","0","0","0"
"3.185844","0","0","1","0","0","1","0","0","0"
"3.199776","0","0","1","0","0","1","0","0","0"
"3.214195","0","0","1","0","0","1","0","0","0"
"3.228485","0","0","1","0","0","1","0","0","0"
"3.242767","0","0","1","0","0","1","0","0","0"
"3.257637","0","0","1","0","0","1","0","0","0"
"3.271225","0","0","1","0","0","1","0","0","0"
"3.285362","0","0","1","0","0","1","0","0","0"
"3.299911","0","0","1","0","0","1","0","0","0"
